"municipality_code","city","designation","city_resolution_status","city_mapping_flags","representative_postal_code","representative_postal_area","representative_dso_candidate_count","raw_dso_name_from_feed","canonical_operator_name","mapping_basis","monthly_fixed_fee_eur_vat_incl","energy_charge_cents_kwh_vat_incl_excl_electricity_tax","electricity_tax_included","tariff_name","power_charge_eur_kw_month","tariff_snapshot_created_at","comparison_published_at","tariff_status","price_available","tariff_source_url","comparison_source_url","city_source_url","postal_area_source_url","dso_feed_source_url","observed_municipality_dso_names","notes"
"564","Oulu","kaupunki","resolved_with_caveat","municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","90100","Oulu Keskus","1","Oulun Energia Sähköverkko Oy","Oulun Energia Sähköverkko Oy","exact_feed_name_to_snapshot_name","6.99","3.18","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.oulunenergia.fi/globalassets/tiedostot/sahkoverkot/oes_hinnasto_01012026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/oulu","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Haukiputaan Sähköosuuskunta; Oulun Energia Sähköverkko Oy; Oulun Seudun Sähkö Verkkopalvelut Oy","City mapping: municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.1.2026 `Yleissähkö`, 3x25–63 A fixed fee 83.88 €/year divided by 12, energy 3.18; tax added separately. Matched."
"577","Paimio","kaupunki","resolved_representative_only","","21530","Paimio Keskus","1","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/paimio","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy","Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"581","Parkano","kaupunki","resolved_representative_only","","39700","Parkano Keskus","1","Leppäkoski Group Oy","Leppäkosken Sähkö Oy","curated_alias_to_snapshot_name","21.56","4.86","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://leppakoski.fi/wp-content/uploads/2026/03/Verkkopalveluhinnasto-1.4.2026.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/parkano","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Leppäkoski Group Oy","Tariff note: Official 1.4.2026 3x25 A general-transfer values; VAT 25.5%, electricity tax separate. Matched."
"593","Pieksämäki","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","76100","Pieksämäki Keskus","2","Järvi-Suomen Energia Oy","Järvi-Suomen Energia Oy","exact_feed_name_to_snapshot_name","44.44","5.14","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_later_tariff_differs","yes","https://www.jseoy.fi/wp-content/uploads/2025/09/verkkopalveluhinnasto-1.7.2025-alkaen-saavutettava-1.1.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pieksamaki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Järvi-Suomen Energia Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Historical official 1.7.2025 tariff matches the snapshot. Official current tariff effective 1.7.2026 shows a later fixed fee of 47.55 €/month. Snapshot matched; later tariff differs."
"593","Pieksämäki","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","76100","Pieksämäki Keskus","2","Savon Voima Verkko Oy","Savon Voima Verkko Oy","exact_feed_name_to_snapshot_name","36.80","5.20","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://savonvoima.fi/hinnastot-ja-sopimusehdot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pieksamaki","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Järvi-Suomen Energia Oy; Savon Voima Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff effective 1.6.2026 shows matching 3x25 A general values and tax separately. Matched."
"598","Pietarsaari","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","68600","Pietarsaari Keskus","4","Esse Elektro-Kraft Ab","Esse Elektro-Kraft Ab","exact_feed_name_to_snapshot_name","9.74","5.69","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","unverified","yes","https://eekab.fi/fi/hintatiedot/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pietarsaari","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Esse Elektro-Kraft Ab; Herrfors Nät-Verkko Oy Ab; Kronoby Elverk Ab; Nykarleby Kraftverk Ab","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official tariff located, but the tariff PDF found was dated 1.9.2024 and did not independently confirm the 2026 value. Unverified 2026 match."
"598","Pietarsaari","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","68600","Pietarsaari Keskus","4","Herrfors Nät-Verkko Oy Ab","Herrfors Nät-Verkko Oy Ab","exact_feed_name_to_snapshot_name","13.57","3.93","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.herrforsnat.fi/fi/kotitaloudet/hinnastot/verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pietarsaari","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Esse Elektro-Kraft Ab; Herrfors Nät-Verkko Oy Ab; Kronoby Elverk Ab; Nykarleby Kraftverk Ab","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.1.2025 tariff matches; prices exclude electricity tax and include VAT. Older but matching."
"598","Pietarsaari","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","68600","Pietarsaari Keskus","4","Kronoby Elverk Ab","Kronoby Elverk Ab","exact_feed_name_to_snapshot_name","12.02","5.21","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://kronobyelverk.fi/kommande-tariffer/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pietarsaari","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Esse Elektro-Kraft Ab; Herrfors Nät-Verkko Oy Ab; Kronoby Elverk Ab; Nykarleby Kraftverk Ab","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.10.2025 `Normaltariff`; annual fixed fee divided by 12 and transfer charge separated from tax. Older but matching."
"598","Pietarsaari","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","68600","Pietarsaari Keskus","4","Nykarleby Kraftverk Ab","Nykarleby Kraftverk Ab","exact_feed_name_to_snapshot_name","17.00","4.70","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_later_tariff_differs","yes","https://nkab.fi/wp-content/uploads/2026/05/nkab-nattjanstavgifter-01052025v4.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pietarsaari","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Esse Elektro-Kraft Ab; Herrfors Nät-Verkko Oy Ab; Kronoby Elverk Ab; Nykarleby Kraftverk Ab","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.5.2025 tariff matches. Official current 1.7.2026 tariff is 18.02 €/month and 4.98 c/kWh. Snapshot matched; later tariff differs."
"609","Pori","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","28100","Pori Keskus","2","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pori","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Lankosken Sähkö Oy; Pori Energia Sähköverkot Oy; Vatajankoski Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"609","Pori","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","28100","Pori Keskus","2","Pori Energia Sähköverkot Oy","Pori Energia Sähköverkot Oy","exact_feed_name_to_snapshot_name","14.39","3.38","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","older_but_matching","yes","https://www.porienergia.fi/globalassets/hinnastot/pesvin-hinnastot/1.10.2025-alkaen/pori-energia-sahkoverkot-oy-verkkopalveluhinnasto-1.10.2025-alkaen.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pori","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy; Lankosken Sähkö Oy; Pori Energia Sähköverkot Oy; Vatajankoski Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.10.2025 general 3x25 A tariff matches; tax separate. Older but matching."
"615","Pudasjärvi","kaupunki","resolved_representative_only","","93100","Pudasjärvi Keskus","1","Caruna Oy","Caruna Oy","exact_feed_name_to_snapshot_name","29.71","5.26","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://caruna.fi/hinnasto","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pudasjarvi","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Caruna Oy","Tariff note: Official page links the 1.1.2026 Caruna Oy tariff. Matched."
"626","Pyhäjärvi","kaupunki","resolved_with_caveat","municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre; manual_checkpoint_proxy","86800","Pyhäsalmi","1","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/pyhajarvi","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Savon Voima Verkko Oy","City mapping: municipality_postal_areas_map_to_multiple_dsos; postal_code_is_proxy_not_exact_centre; manual_checkpoint_proxy Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
"638","Porvoo","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","06100","Porvoo Keskus","2","Kymenlaakson Sähköverkko Oy","Kymenlaakson Sähköverkko Oy","exact_feed_name_to_snapshot_name","23.87","2.85","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_value","yes","https://www.ksoy.fi/hinnastot-ja-ehdot/pienasiakkaiden-verkkopalveluhinnasto/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/porvoo","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Kymenlaakson Sähköverkko Oy; Porvoon Sähköverkko Oy; Sipoon Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official page shows 3x25/1x35 general fee and 2.845 c/kWh rounded to 2.85; the tariff archive references 1.11.2024. Older/unchanged but matching."
"638","Porvoo","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos","06100","Porvoo Keskus","2","Porvoon Sähköverkko Oy","Porvoon Sähköverkko Oy","exact_feed_name_to_snapshot_name","16.30","3.15","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","snapshot_later_tariff_differs","yes","https://pbe.fi/fi/yritys/hinnasto-ja-sopimusehdot/siirtohinnat/","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/porvoo","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Kymenlaakson Sähköverkko Oy; Porvoon Sähköverkko Oy; Sipoon Energia Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_postal_areas_map_to_multiple_dsos Tariff note: Official 1.9.2025–31.8.2026 tariff matches the snapshot. A later 1.9.2026 tariff was already published and changes the fixed fee. Snapshot matched; later tariff differs."
"678","Raahe","kaupunki","unresolved","representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos","92100","Raahe Keskus","4","Elenia Oy","Elenia Verkko Oyj","curated_alias_to_snapshot_name","22.79","5.89","no","Yleissiirto / general-transfer (comparison basis)","","2026-05-04","2026-05-06","matched","yes","https://www.elenia.fi/files/3368404e95e6e87870c3efd831994c0a6bf8b693/elenia-pienasiakkaat-hinnasto-4-2026-www-a4-fi-v2.pdf","https://www.sttinfo.fi/files/67340313/72011769/375325/fi","https://www.kuntaliitto.fi/kunnat/raahe","https://geo.stat.fi/geoserver/postialue/wfs?service=WFS&version=2.0.0&request=GetFeature&typeNames=postialue:pno_2026&outputFormat=application/json&count=5000&propertyName=posti_alue,nimi,kunta,pinta_ala","https://ev-shv-prod-app-wa-consumerapi1.azurewebsites.net/api/getdsocollection","Elenia Oy; Keminmaan Energia Oy; Oulun Energia Sähköverkko Oy; Raahen Energia Oy; Rovaniemen Verkko Oy","City mapping: representative_postal_code_multiple_dso_matches; municipality_has_multiple_centre_postal_areas; municipality_postal_areas_map_to_multiple_dsos Tariff note: 3x25 A grouped with smaller three-phase fuses; VAT 25.5%; electricity tax separate. Matched, 2026."
